Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action,Label
13966,104,2454,13309,15295,1,2,0,4481,0,0.0
1658,5201,18553,5735,8172,0,1,0,1037,0,0.0
13345,4505,7039,10363,9185,1,2,0,19330,2,
10787,6293,5290,19402,3666,1,2,0,9311,1,1.0
16010,1636,15878,3757,5669,0,0,0,13742,3,0.0
14047,11043,15305,48,11054,0,2,0,12584,1,1.0
12021,4206,2248,12042,13875,0,0,0,16776,1,
3591,11222,4296,19002,15904,0,3,0,8979,1,0.0
4420,8654,18081,10316,1976,0,1,0,12207,2,0.0
11911,10883,8198,9143,9380,1,1,0,18881,3,0.0
18151,576,16000,18351,10646,0,0,0,12723,1,1.0
3601,1698,16252,6598,8150,0,2,0,6188,3,0.0
4190,12069,12236,15090,15568,0,1,0,1766,3,0.0
8299,10794,234,13998,14312,1,2,0,13531,2,0.0
2734,3607,17176,352,15255,0,2,0,5739,3,
3476,1137,12944,16010,7946,1,1,0,4676,1,0.0
11116,6807,4904,14369,12772,1,1,0,9139,3,
17194,13991,13246,6885,7426,0,1,0,7434,0,0.0
2338,14956,18232,3872,8210,1,0,0,19156,3,
5799,14831,9695,3633,9112,1,2,0,19308,1,0.0
10760,16600,13077,581,13984,0,3,0,4129,1,0.0
4677,8068,9063,14006,9134,1,1,0,9739,0,
964,14132,6287,16947,8447,1,2,1,2523,2,0.0
15311,17735,6340,17127,7508,0,1,0,5170,1,0.0
3818,14013,14200,18146,9290,1,0,0,10244,1,0.0
6562,14074,9778,16511,14105,1,2,0,3058,1,0.0
4512,679,16176,13596,9431,1,1,0,11214,2,0.0
17767,14085,1324,7848,5339,1,2,0,15929,2,
5026,15991,10823,1520,9167,0,1,0,4483,0,0.0
355,15640,10276,15161,9152,0,0,0,9142,3,0.0
13548,9044,7010,12877,1820,1,3,0,17212,3,0.0
19820,12599,14588,18160,15684,0,1,0,19356,1,0.0
17791,10792,13450,5535,5561,1,3,0,1364,3,0.0
7992,13065,5375,16054,4089,1,0,0,17802,3,
1351,13240,2608,18990,14500,1,3,0,9711,2,0.0
13016,865,18904,9425,9794,0,3,0,13611,3,0.0
19629,5932,5694,7472,9259,1,0,0,1468,3,0.0
11099,12892,7311,13427,9206,1,0,0,16297,3,0.0
10239,4599,12143,18874,12526,0,2,0,9399,0,0.0
8215,8754,8315,8172,4662,1,2,0,618,1,0.0
13428,18396,10454,15595,9255,0,3,0,19938,3,
13405,14126,3823,8212,2589,1,0,0,19625,2,0.0
1285,10121,3052,8129,12952,0,1,0,5241,3,
11162,15199,18788,923,13263,0,3,0,15714,2,
8048,12328,9326,3050,4435,1,1,0,3351,0,
9848,18751,16858,1613,7888,1,2,0,17181,0,0.0
18992,3999,2832,17438,4898,0,3,0,6120,2,
11151,15133,8061,8692,13457,0,1,0,12771,2,0.0
16733,1311,6592,2545,13576,0,2,0,1997,2,0.0
11862,17648,9696,3431,9537,0,2,0,5668,2,0.0
8224,7193,3966,18508,9044,0,2,0,5033,0,
15828,1629,14582,12023,10447,0,0,0,17760,1,0.0
14234,9256,1,10823,8468,1,2,0,10969,2,0.0
12222,13873,19756,3649,14236,1,1,0,7039,1,0.0
17244,11997,11642,5250,9333,1,3,0,5744,2,0.0
18343,13195,12882,2974,9325,1,0,0,4571,3,
11806,12109,833,5845,11863,1,3,0,15150,0,0.0
5733,7250,5183,3794,14859,1,0,0,15137,2,0.0
877,16171,16983,12954,7338,1,1,0,14837,1,0.0
16567,14042,15687,7258,6027,1,3,0,9846,1,1.0
5381,7148,5806,3961,6380,1,1,0,8691,2,0.0
19384,15184,428,8185,13060,0,1,0,582,3,
8949,9465,7144,7217,6019,1,2,0,13651,2,
1385,13543,2709,5057,9153,0,3,0,17826,1,0.0
15683,11653,18884,5552,9150,1,2,1,12635,2,0.0
4399,6908,16051,12848,262,0,0,0,165,3,0.0
9348,10244,13217,14316,7314,0,1,0,8605,1,0.0
7042,2116,2407,10569,9273,0,1,0,13930,0,0.0
311,18296,1274,15268,9209,1,1,0,17803,2,
216,3678,10718,8188,13098,0,0,0,17989,0,
11859,18808,18042,677,7909,1,2,0,15439,1,0.0
10657,13503,3255,5665,5910,0,0,0,465,1,0.0
2349,10231,17704,15311,7341,0,2,0,15389,2,0.0
15769,15568,12849,15719,14169,0,2,0,18733,2,0.0
14646,6084,9629,5606,16318,0,0,0,4748,2,0.0
2524,17846,13431,15210,12359,0,1,0,19904,1,0.0
18406,13529,6146,5479,12909,0,1,0,13647,3,0.0
1267,183,601,12049,1604,1,0,0,3841,3,0.0
18052,13865,19674,13225,5155,0,0,0,11792,3,0.0
353,15090,3851,11705,926,1,2,0,18582,0,0.0
12722,17659,5763,9060,14539,1,2,0,1167,1,
12361,8543,7712,12470,14967,1,1,0,4117,0,0.0
17672,15839,5761,10996,6127,1,1,0,10391,0,0.0
5577,6399,790,1095,9295,1,1,0,14231,1,0.0
19829,7377,7636,18437,2661,0,2,1,18982,0,
8172,12293,752,4017,12027,1,2,0,5787,2,0.0
6457,9641,2401,1200,2922,1,0,0,18113,2,0.0
2349,10231,17704,15311,7341,0,2,0,15389,2,0.0
7151,19258,7584,594,3168,0,2,0,3088,0,0.0
14218,671,13616,2312,3295,0,2,0,17217,0,1.0
13005,17838,16458,1640,9093,1,3,0,17113,0,0.0
6586,3891,12485,4611,3,0,3,0,4633,2,
218,19607,6085,2195,6005,0,0,0,17284,3,0.0
9256,18356,11729,15652,7666,1,2,0,2945,0,1.0
11460,14364,11318,12473,8866,1,2,0,18761,2,0.0
4269,11496,574,10611,9157,1,2,0,7019,0,0.0
8871,3155,756,18150,9142,1,1,0,12298,3,0.0
15282,8617,9160,7883,1531,0,3,0,15346,3,0.0
18601,9583,7411,19267,8426,0,0,0,9208,1,0.0
3000,6472,2664,3966,5151,0,1,0,4811,3,0.0
10894,10428,5785,2564,8955,1,2,1,5073,1,0.0
910,2888,2053,6947,13384,1,2,0,8258,1,
11743,555,2684,19061,9307,1,3,0,11980,3,0.0
13804,15493,5704,7075,11400,0,2,0,6217,1,0.0
18269,18678,11579,12894,7541,1,2,1,13444,3,0.0
9486,10156,17962,2387,7518,0,0,0,664,2,0.0
14468,7686,18476,11102,2871,1,1,0,57,2,0.0
13766,6700,6112,7689,4760,1,0,0,11806,0,0.0
12680,13715,7271,12026,7612,1,0,0,6943,3,0.0
1275,14629,4368,7580,14595,1,2,1,14686,0,
1603,7383,18697,2468,13873,0,1,0,3528,3,0.0
12029,4962,83,14909,9135,1,2,0,12686,1,0.0
17100,1826,14934,13755,9064,0,3,0,4867,0,1.0
6525,4020,1800,7156,7672,0,3,0,5726,3,0.0
17192,13264,14077,4932,14037,1,1,0,15112,2,0.0
17538,5380,14673,6464,10121,0,1,0,3040,3,0.0
13764,4665,17990,19332,8093,0,0,0,13849,1,0.0
13108,15237,9910,1049,10277,0,2,0,3608,2,0.0
14577,9194,9455,19074,15436,0,1,0,3050,1,0.0
17791,10792,13450,5535,5561,1,3,0,1364,3,0.0
14501,2619,2025,11933,2668,1,1,0,3512,2,0.0
14410,13430,15894,8154,12538,0,2,0,7133,2,0.0
17960,15248,8268,15587,5562,0,0,0,9656,3,0.0
7285,3983,7384,3269,2789,1,1,0,10443,1,0.0
11268,14790,14875,7275,11191,1,3,0,13911,0,0.0
10364,4726,2562,10607,7000,1,0,0,960,2,0.0
16103,13109,17632,16861,11381,0,1,0,7840,3,0.0
18645,6571,6438,2749,6912,1,1,0,1748,3,0.0
16545,1410,7462,15352,1687,0,1,0,17954,3,
2558,10317,17935,16409,5794,1,2,0,16374,1,0.0
19127,17411,10565,10980,10193,1,0,0,13797,1,0.0
14407,12609,4389,12241,12913,1,0,0,10504,0,0.0
12135,13607,17524,6518,7106,1,2,0,18640,2,
1130,17184,6221,3203,1434,1,1,0,16695,1,0.0
3034,1216,8380,7098,9498,1,3,1,19863,0,0.0
14435,8865,11558,17752,939,0,3,0,9462,2,0.0
17237,13546,4703,16629,4750,0,1,1,19692,0,0.0
2875,17355,15332,375,4177,0,2,0,19736,3,0.0
6125,3450,4661,17770,14546,1,0,0,5849,1,0.0
13631,9728,18337,19994,11000,1,3,1,12011,2,
6898,1106,2124,458,8214,0,1,0,2726,1,1.0
16465,18404,14531,1381,12789,1,3,0,15678,2,0.0
7663,15293,14283,1729,9281,0,2,0,6683,1,0.0
11957,18132,13533,18896,13553,0,0,0,4808,2,0.0
1949,15405,7611,6807,14532,0,3,0,18730,1,0.0
14000,6963,4512,5281,10826,1,0,0,17319,0,0.0
4920,16576,17860,9187,14445,1,0,0,178,1,
4338,1825,7041,13066,1738,1,3,0,6740,2,0.0
11333,1446,8084,13745,7547,1,2,0,14550,2,0.0
2226,15008,318,19559,9329,0,3,0,13190,0,
12153,10200,10057,1061,9767,1,1,0,9712,3,0.0
11435,9988,16114,16412,13177,0,1,0,13731,1,0.0
4730,7330,6486,14788,9342,0,0,0,17063,2,0.0
6297,14372,14039,2506,4631,1,2,1,11994,3,0.0
4675,19631,7731,4424,8725,0,0,0,8068,0,0.0
2229,18395,19635,17215,13490,1,3,0,14911,3,0.0
1431,1893,6679,2056,3915,0,0,0,3004,3,0.0
10395,2017,5341,7341,10229,0,1,0,1882,1,0.0
3111,7142,5334,2774,11276,0,3,0,15619,1,0.0
7868,3920,10536,13164,10717,0,0,0,16831,2,1.0
10309,5643,7273,9679,456,0,3,0,15265,1,0.0
7700,1262,9137,6436,9293,0,1,0,14846,1,
3083,16226,4593,18864,1370,0,0,0,2876,0,0.0
18215,817,11801,3128,184,1,3,0,3677,2,0.0
3814,13492,18069,9439,9412,0,0,0,2630,2,
9097,12252,9806,9470,9312,0,0,0,9931,3,0.0
12709,13890,17939,16529,7215,0,3,0,9047,2,0.0
19132,13954,18530,19199,9174,0,2,0,4641,2,1.0
8458,14971,9563,18242,4005,0,0,0,13504,2,1.0
3808,13433,11759,162,9316,0,0,0,9975,0,0.0
3965,13813,2674,1094,9007,0,3,0,5286,2,0.0
16740,6929,18308,16012,8359,0,1,0,19344,2,0.0
1486,12765,1398,12772,7922,1,1,0,2427,1,1.0
5233,13906,14814,8877,13666,0,3,0,6510,3,0.0
17299,3495,10401,8288,12342,1,0,0,12235,3,
7542,1851,3311,19283,6427,1,2,0,1618,3,0.0
15696,11797,15877,904,9573,0,3,0,10345,0,
12920,13374,19817,1243,4916,1,1,1,2177,2,
1907,1008,10035,11329,15253,0,0,0,969,3,0.0
2944,16177,4438,2740,2949,1,2,0,11542,2,0.0
7968,10046,17075,14138,14581,0,0,0,15950,1,0.0
9048,12986,509,18327,2339,0,1,1,12877,1,1.0
9321,5577,11961,12654,1060,0,2,0,9095,1,0.0
19009,14710,4833,15953,9349,1,1,0,11287,1,0.0
4263,11355,10830,11897,9088,1,2,0,926,2,0.0
18499,6703,16127,16757,13417,0,1,0,8692,2,0.0
15708,8188,3819,8055,9242,1,0,0,2648,2,0.0
19442,8725,5765,17527,15337,1,0,0,15371,3,0.0
16607,2636,3082,15091,15974,1,1,0,999,0,0.0
18752,6138,9619,1616,8224,1,3,0,14969,2,0.0
7635,7815,1039,7567,5962,0,1,0,11545,2,
9137,6737,12841,13303,9372,1,3,0,7021,3,0.0
5939,11129,6308,3301,8398,0,3,0,19350,0,0.0
15594,7402,14102,184,677,1,3,0,8602,0,0.0
3144,3639,13143,16614,3552,1,0,0,709,3,0.0
2731,383,6821,5619,9232,1,1,0,13377,3,
2010,18054,18839,9828,14916,1,0,0,12957,0,0.0
14621,17228,834,19496,12963,1,3,0,10562,1,0.0
13324,5606,8902,16902,9870,1,3,0,101,3,
13657,9040,10220,6641,10715,1,1,0,13069,3,0.0
16276,7396,13384,7636,8999,1,3,0,14090,0,1.0
211,14855,152,10597,9095,1,3,0,8740,2,
14457,12571,6248,8535,8396,0,0,0,15824,3,0.0
12171,1840,10960,9105,9149,0,0,0,8972,3,0.0
17826,1087,14935,18293,4148,1,1,0,8384,1,0.0
11309,9236,19998,15844,8329,0,2,1,17165,2,0.0
6868,17857,17513,9095,12284,1,1,0,4366,3,0.0
1756,10127,8359,4465,7456,1,3,0,5953,3,0.0
17403,7057,5109,14115,10178,0,0,0,9751,2,0.0
19353,4730,5374,11470,6651,0,2,0,12706,3,
18490,3671,360,11164,2390,0,2,0,16814,2,
4776,6205,4134,4657,4290,0,1,0,19959,3,0.0
13396,4307,11898,11661,12774,1,2,0,13571,0,0.0
19462,13643,4367,9610,437,1,2,0,7722,3,
6457,9641,2401,1200,2922,1,0,0,18113,2,
4136,17007,3639,12728,13239,0,3,0,10623,2,0.0
2417,13801,3274,8618,2799,0,2,0,19239,2,0.0
11581,12911,12826,6366,2830,0,0,0,17887,0,0.0
18333,7161,12760,9524,12763,0,0,0,5112,0,
7094,10858,3715,5853,15175,0,3,0,13912,2,1.0
8051,4648,12848,11163,9380,0,1,0,17398,3,0.0
1312,9489,18748,15628,8118,0,0,0,7364,0,0.0
10100,8270,16095,11549,1492,1,0,0,12409,3,0.0
12661,9828,9824,14439,553,1,2,0,5295,2,0.0
10759,5501,15089,5165,15003,0,1,0,2,3,0.0
13542,14102,17503,8306,12021,0,0,0,2030,2,1.0
579,10685,16013,14221,7131,1,3,0,1553,3,
12308,1872,6257,19222,8297,0,0,0,2185,2,0.0
16567,14042,15687,7258,6027,1,3,0,9846,1,0.0
378,14189,19293,5747,14863,1,0,0,18822,2,0.0
17102,3673,7366,17276,9175,1,2,0,4299,0,0.0
13506,18936,12073,12597,3515,0,0,0,8376,0,0.0
14421,17152,5362,4340,837,0,2,0,16623,1,0.0
13632,4709,5657,3152,10643,1,3,0,1187,3,1.0
13264,16578,654,16948,4087,0,2,0,1945,2,0.0
18050,18555,9230,10803,9202,0,3,0,4491,1,0.0
19386,6509,18400,5363,13400,1,2,0,5800,3,
8038,18918,13382,8034,14433,0,3,0,14829,3,
18552,15924,9817,5675,7056,1,3,0,7775,3,0.0
19281,9768,18671,2389,5579,0,2,0,4326,3,0.0
14011,13046,11504,9504,4719,0,1,0,8795,3,
11316,12743,18574,13127,7557,0,2,0,12482,0,
5758,10116,16955,7518,11975,0,2,0,14021,2,0.0
18298,3031,1937,4550,8191,0,1,0,18717,2,0.0
14133,19397,6142,11079,15012,1,0,0,8151,0,1.0
19160,16513,16843,15498,12810,0,1,0,18434,0,
11067,13112,16753,17503,6691,1,2,0,2294,2,0.0
10669,3464,533,5068,3076,1,2,0,15611,0,0.0
2278,15074,1392,14366,15652,1,1,0,3740,2,0.0
14871,6186,7448,3137,11024,1,1,0,5684,3,
18892,4130,10011,2879,6067,0,1,0,2619,3,0.0
12709,13890,17939,16529,7215,0,3,0,9047,2,0.0
18977,8807,545,2024,9310,0,2,0,2565,1,0.0
16851,13893,5621,6654,9352,0,2,0,836,0,0.0
16526,15278,19712,13394,76,0,2,0,8471,3,0.0
3520,902,6979,16546,9910,0,1,0,3320,2,
19830,6913,19454,17592,6994,0,1,0,8786,0,0.0
18254,17683,16465,13715,6093,1,1,0,778,3,0.0
4059,13695,17410,7306,9361,1,3,0,18454,1,0.0
13258,13394,13140,12798,2394,1,1,1,11369,3,0.0
16970,8029,6053,6917,6331,0,2,0,8682,1,0.0
14697,15532,15835,15290,9025,1,1,0,10843,2,0.0
8303,7304,1498,16881,796,1,0,0,875,2,1.0
4776,6205,4134,4657,4290,0,1,0,19959,3,0.0
13874,6741,18327,1137,9094,0,2,0,7435,0,0.0
12131,18138,18962,14514,2513,0,3,0,18507,3,1.0
8089,18387,6980,5868,11475,1,0,0,4920,2,0.0
11927,7506,6718,10462,9070,1,3,0,9419,0,0.0
8980,10080,9844,9543,996,0,2,1,14382,2,0.0
2944,16177,4438,2740,2949,1,2,0,11542,2,0.0
16940,11369,5992,4702,1043,1,2,0,18700,2,0.0
12072,5284,15899,1275,8870,1,2,0,8149,2,
3812,7093,9631,7076,5807,0,0,0,3057,0,0.0
3876,10807,14014,1873,4536,0,2,0,19413,0,0.0
14228,8567,18785,7099,4241,1,1,0,10505,2,0.0
15242,16383,9340,3021,16134,0,1,0,639,1,0.0
18782,15867,5372,12812,4991,1,1,0,10261,0,0.0
3131,2419,10420,5514,3990,1,3,0,10268,1,
15536,17199,6510,15478,7948,1,0,0,14503,0,1.0
17338,4603,4496,6384,9141,0,0,0,16966,2,0.0
2440,7700,15868,10941,16015,0,2,0,5870,0,0.0
6150,8174,8548,8558,2070,0,0,0,16012,3,0.0
127,1732,9670,14904,1978,0,0,0,19388,2,0.0
17421,20,18662,19791,10365,0,1,0,18118,2,
12940,11397,15569,7591,6967,0,1,0,14189,2,0.0
16383,5640,17456,7506,15685,0,1,0,11223,2,0.0
9869,5991,12540,6520,12211,0,1,1,7426,0,0.0
7279,12228,9846,2160,447,0,3,0,6973,1,0.0
8731,13299,315,19015,1148,1,3,0,7788,0,0.0
13279,16403,5843,19885,2473,1,2,0,14336,2,0.0
12302,17737,723,6117,13534,1,2,1,8817,1,0.0
6415,3902,668,9968,5396,0,1,0,2052,2,0.0
12175,16313,8890,4154,9367,0,2,0,13406,1,0.0
14758,11286,4622,5882,15414,0,3,0,18650,1,0.0
13821,5422,1382,746,1337,0,1,0,17871,0,0.0
1417,6617,1127,3857,9853,1,2,0,10417,3,0.0
10388,4146,18314,12046,9745,1,1,0,10611,3,0.0
474,13962,10727,15666,2067,0,1,1,18349,0,0.0
1852,2927,11511,1576,9312,1,0,0,19811,1,
10678,4707,18927,18430,10535,1,3,0,408,1,0.0
6974,9424,7357,14981,14642,0,3,0,4796,3,
12044,3365,10328,10990,14323,0,3,0,14040,1,0.0
12842,19919,18816,16272,6008,0,2,0,881,1,0.0
4854,16882,11325,19805,9847,1,1,0,8644,1,0.0
1110,5353,16730,6985,2743,1,1,0,16801,0,0.0
10970,10143,12049,14213,692,0,0,0,13421,0,1.0
6157,16436,7443,961,7877,1,1,0,19310,0,
1699,18718,18991,7977,9212,1,2,0,5161,2,0.0
9749,15820,7883,18492,9544,0,2,0,9020,1,0.0
17244,11997,11642,5250,9333,1,3,0,5744,2,0.0
4063,13702,3095,11450,12900,1,3,1,2120,2,
18506,1633,1818,19059,9145,1,0,0,19707,0,
2093,8527,14368,2304,9040,1,0,0,16977,1,0.0
10413,14271,13823,19268,8999,1,0,1,5622,0,0.0
13754,16492,15555,6788,8024,1,1,0,9937,1,0.0
3979,8104,9924,1507,9304,1,3,0,5171,1,0.0
12314,11258,14232,1453,7180,1,3,0,11255,3,0.0
9995,15633,11030,2444,10560,1,1,0,2180,2,0.0
1673,7881,10355,4271,11847,1,3,0,16742,0,
7761,1328,12493,19060,5484,0,1,0,2014,2,0.0
19281,9768,18671,2389,5579,0,2,0,4326,3,0.0
19443,14105,9426,6949,9124,1,0,0,18803,2,0.0
8354,13814,2391,4092,9378,1,2,0,4345,0,0.0
11473,8070,18384,12205,9345,1,1,0,2386,2,0.0
2229,18395,19635,17215,13490,1,3,0,14911,3,0.0
17398,17671,19814,2563,9215,1,1,0,3812,3,0.0
10976,1093,5371,11790,13931,1,0,0,19146,1,
577,11809,13526,2008,4104,0,2,0,12571,3,0.0
2802,3087,8886,16096,14195,1,0,0,6757,1,0.0
10094,3466,17207,14171,4096,1,2,0,6567,2,0.0
4776,6205,4134,4657,4290,0,1,0,19959,3,
5468,12891,4895,4445,6161,0,1,0,8591,2,0.0
9170,16927,18168,14887,12273,1,0,0,17231,3,0.0
4857,18667,7165,12722,6430,1,1,0,452,2,0.0
7460,6125,18466,10585,9941,1,1,0,16393,2,0.0
8838,6749,7163,1159,7926,1,1,0,15864,0,
10410,18085,17240,10232,9215,0,1,0,18544,3,1.0
10792,12653,4566,15047,5228,1,0,0,12598,2,0.0
10882,4958,7873,15547,9080,1,2,0,1406,1,0.0
6600,18893,3960,17417,3302,0,0,0,11433,2,0.0
19491,8596,4330,9239,9373,0,2,0,10051,3,0.0
13258,13394,13140,12798,2394,1,1,1,11369,3,0.0
15954,412,6088,15387,5196,1,1,0,12385,2,0.0
13266,10849,145,6026,15409,0,1,0,3614,1,0.0
3210,8789,14986,4059,1543,0,1,0,15168,1,0.0
7324,1463,12574,6007,16215,0,3,0,13901,3,0.0
9553,9754,15174,651,13256,0,1,0,1365,1,0.0
13847,4566,15148,10338,3494,0,3,0,6344,0,1.0
19111,12705,18770,18575,12765,0,3,0,19311,0,1.0
15462,4523,11917,17611,15077,0,0,0,17134,1,
3292,10061,12346,10969,11142,1,0,1,14783,0,
14147,5959,14559,17277,667,1,1,0,11723,0,0.0
7715,19785,17923,18907,6029,0,1,0,11946,1,1.0
8724,17709,6160,15221,13614,1,1,0,3796,0,0.0
6182,15593,9100,2644,13027,0,3,0,6551,3,0.0
4653,2426,9315,8700,9063,0,3,0,6487,0,0.0
11332,17921,4720,11288,13302,0,1,1,6761,1,
6687,12524,11147,13337,5436,0,1,0,7479,0,1.0
7160,9749,9873,7280,13268,1,1,0,4851,1,
19507,8734,8149,4683,9007,0,3,0,6655,3,0.0
17329,2421,10513,16983,9742,0,3,0,15463,1,
19378,6943,13994,7299,5130,0,1,0,19801,1,0.0
1095,11224,15655,12514,1472,0,2,1,9748,0,1.0
15753,17162,7014,693,9441,1,2,0,19331,3,0.0
11743,555,2684,19061,9307,1,3,0,11980,3,0.0
7302,7794,18141,14659,10536,1,0,0,1506,1,
14507,7779,6935,2698,5539,1,2,0,15826,2,0.0
14228,8567,18785,7099,4241,1,1,0,10505,2,0.0
8824,16049,15531,16091,10403,1,3,0,14549,0,0.0
16045,7183,18931,9484,2156,1,0,0,12187,3,0.0
17023,18219,4696,11932,9238,1,1,0,2421,3,0.0
4809,19979,8574,14834,8055,0,3,0,7669,0,0.0
11742,6779,18804,17775,6624,0,2,0,9186,3,1.0
10884,7118,9740,6227,3342,0,2,0,18264,2,0.0
15319,15983,3310,5122,11162,0,0,0,19747,3,
10275,8972,9754,17928,174,0,1,0,1326,1,0.0
5437,13275,13254,6615,9124,0,3,0,12388,2,0.0
1486,12765,1398,12772,7922,1,1,0,2427,1,0.0
4747,7042,9581,16798,9336,1,2,0,7047,3,0.0
9016,6338,3724,859,8141,0,3,0,16595,0,1.0
9890,16895,10445,285,6523,1,3,0,11674,3,
17512,17309,19566,11507,8722,1,2,0,2199,3,0.0
16242,5267,18928,12198,4959,1,3,0,11099,0,0.0
4026,10944,4495,19886,14310,0,0,0,206,2,0.0
6651,16080,14609,14720,9432,1,3,0,562,1,
4571,8844,3380,18610,11535,1,2,0,19054,0,
10593,5045,18868,18321,3971,0,3,0,8909,1,0.0
734,2237,18251,10236,10995,1,1,0,14427,2,0.0
16523,6212,2352,4548,13685,1,0,0,11222,1,
11701,8452,9698,6284,9266,0,1,0,13771,0,0.0
11303,19228,272,16111,9352,1,2,0,7425,3,0.0
1410,19512,769,0,15575,1,2,0,13978,2,
16591,17510,17389,13119,15109,1,1,0,16196,3,0.0
5132,8695,17078,8782,1506,0,0,0,8179,1,0.0
6391,8824,10614,9120,15604,1,0,0,18606,3,0.0
11616,7021,9494,9446,1609,1,0,0,7814,1,0.0
6065,5399,4256,10684,8474,1,1,0,18653,0,1.0
14689,11241,1069,17976,9713,0,0,0,10131,2,0.0
10770,14703,10332,16589,1875,0,1,0,4716,0,0.0
17364,6557,3365,12478,3235,1,3,0,2385,2,0.0
15993,7786,9960,13581,4563,1,1,0,235,2,0.0
17988,14208,15244,6299,10356,1,2,0,11508,0,0.0
9967,16491,11834,3553,8998,1,3,1,3631,0,
7923,11749,12650,10536,605,1,1,0,10536,3,0.0
16714,6174,11714,19004,13174,1,0,0,17045,2,0.0
1265,3487,7419,15862,9313,0,2,0,10834,2,
6503,16851,4660,17661,7766,1,1,0,13566,0,
19886,18709,18975,17165,15654,1,3,0,7118,2,
11247,12146,4442,5616,656,0,0,0,1540,1,0.0
1188,19554,6153,15286,9366,1,1,0,13430,2,0.0
589,5221,16946,11558,16245,0,2,0,5381,0,0.0
11966,1058,16496,6995,12908,0,2,0,6003,3,0.0
19444,6480,4064,4323,14258,1,3,0,117,2,
14392,2877,2903,19935,9366,1,2,0,18601,3,1.0
10592,2252,16285,9179,9311,1,0,1,12722,1,0.0
12053,11003,2667,2784,1068,1,0,0,19084,1,0.0
18375,16620,7097,12960,12569,1,1,0,6936,3,0.0
2139,2498,7158,10049,4929,0,0,0,14305,2,0.0
4085,13661,9727,10548,9109,1,3,0,17869,0,0.0
9348,10244,13217,14316,7314,0,1,0,8605,1,
19663,9846,64,14090,9138,1,3,1,1978,0,
14692,13357,10737,18134,12669,0,1,0,6122,1,
19454,19867,14668,294,12769,1,0,0,6664,0,1.0
8939,18063,7412,10495,2392,1,2,0,14337,0,0.0
15441,9575,15194,5373,9092,0,1,0,9614,3,
11985,1037,3182,12539,7362,1,1,0,17385,3,0.0
2560,4151,8547,11561,9025,1,2,0,5931,0,0.0
6177,17727,3032,9561,14255,0,2,0,5558,2,
12192,2649,13343,16512,9183,0,1,0,13077,0,0.0
1372,1532,7961,11818,5952,0,0,0,2175,1,0.0
5863,18234,7268,13371,11792,0,1,0,5527,2,0.0
19887,2918,11275,17608,12148,1,3,0,6356,3,0.0
11980,12024,910,7237,4795,1,2,0,8546,2,0.0
675,11268,5536,3643,6102,1,2,0,1443,2,0.0
15014,16242,18150,7172,14725,0,3,0,595,3,
18750,81,10620,1038,9659,0,0,0,19532,0,
10763,14782,4960,16287,5743,0,3,0,1903,1,
12333,1003,15099,18106,1496,1,0,0,11098,2,0.0
13160,12274,4978,13882,9009,1,1,0,14264,1,0.0
5840,6452,11445,4900,14264,0,0,0,1762,0,0.0
17161,4802,6842,7645,11769,0,2,0,15850,1,0.0
4386,8208,17066,2119,11898,0,0,0,8025,1,0.0
3014,1231,8266,7771,9107,0,2,0,7570,3,0.0
19056,5476,4726,18456,10018,1,2,0,9337,0,
605,13048,18358,11367,16077,0,0,0,8752,2,
15380,9878,4922,15518,11008,0,2,0,3506,3,0.0
5405,8067,12601,4813,13594,1,0,0,14718,1,1.0
188,12530,19053,3613,14841,1,3,1,14501,1,0.0
7993,5712,13310,8704,14553,0,0,1,4895,1,1.0
984,6673,5259,19495,15196,0,0,0,4079,2,0.0
19755,3900,1140,10153,2855,0,1,0,13913,3,
1498,1854,16620,12454,10181,1,0,0,7601,3,0.0
782,7252,14012,4753,9021,1,3,0,7095,1,0.0
7117,8882,15138,1441,9068,1,3,0,10185,2,0.0
14240,113,8970,4411,3847,0,0,0,4243,3,0.0
10849,9917,17438,768,1168,1,2,0,6884,3,0.0
6662,6580,16829,9627,14171,1,0,0,10754,3,0.0
5567,46,12955,12965,9102,1,0,0,5691,2,0.0
3141,7765,11094,10799,9004,0,1,0,1199,0,
8061,10752,2427,5196,12809,0,3,0,9229,3,0.0
9936,11442,15585,12632,9312,0,2,1,16305,2,0.0
1952,3038,863,2924,14438,1,1,0,2853,3,0.0
13176,7150,14412,1194,15988,1,3,0,6637,3,0.0
17887,9081,19435,4261,15103,0,1,0,9664,2,0.0
4301,737,10124,9101,9026,1,0,0,2808,2,0.0
722,6636,9693,13176,12028,0,2,0,19379,0,
11290,19366,5202,10847,8812,0,3,0,7361,2,0.0
7208,12451,6181,8551,2931,0,3,0,5999,1,
5255,16480,9602,5390,3539,0,0,0,404,2,
14803,14405,1920,3587,15951,0,1,0,14905,2,0.0
1741,2161,3831,7618,13208,1,2,0,14669,2,0.0
13623,18801,3865,6283,9082,0,2,0,19613,1,0.0
7285,3983,7384,3269,2789,1,1,0,10443,1,0.0
2423,9874,14785,15122,8849,1,2,0,308,3,1.0
10521,17640,176,17254,9248,0,2,0,13441,3,1.0
3559,12839,15698,13602,8437,1,3,0,1705,3,0.0
10374,10037,25,2896,9195,0,3,0,15252,0,
810,14260,11493,18268,9368,1,0,0,4766,3,0.0
